#ZVView-data-copy:  23-Mar-2020 08:03:20
#=======================================
#
#name:   13-AL-27(N,A)11-NA-24,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  654
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         13.05            0        0.128        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:3.9%   
         13.05        0.015       0.1169       0.0039  # 1967,J.M.Ferguson+       ## 11512003  #dY:3.3%   
         13.05            0        0.127      0.00127  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         13.08         0.06        0.116        0.007  # 1963,J.P.Butler+         ## 11457006  #dY:6.0%   
          13.1        0.015       0.1181       0.0027  # 1967,J.M.Ferguson+       ## 11512003  #dY:2.3%   
         13.15            0         0.12        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.2%   
         13.15        0.015       0.1144       0.0064  # 1967,J.M.Ferguson+       ## 11512003  #dY:5.6%   
        13.187       0.0495       0.1202    0.0045436  # 2007,W.Mannhart+         ## 22976004  #dY:3.8%   
          13.2        0.015        0.118       0.0028  # 1967,J.M.Ferguson+       ## 11512003  #dY:2.4%   
          13.2          0.5       0.1251       0.0069  # 1991,Y.Ikeda+            ## 22209002  #dY:5.5%   
          13.2          0.5       0.1251       0.0069  # 1991,Y.Ikeda+            ## 22209009  #dY:5.5%   
         13.24          0.1         0.13        0.008  # 1965,A.Paulsen+          ## 20378003  #dY:6.2%   
         13.25        0.015       0.1186       0.0022  # 1967,J.M.Ferguson+       ## 11512003  #dY:1.9%   
         13.28        0.305        0.116        0.011  # 1967,H.O.Menlove+        ## 11421004  #dY:9.5%   
          13.3        0.015       0.1198        0.001  # 1967,J.M.Ferguson+       ## 11512003  #dY:0.8%   
         13.33            0       0.1262       0.0044  # 1993,Y.Ikeda+            ## 22312002  #dY:3.5%   
         13.35        0.015       0.1221       0.0007  # 1967,J.M.Ferguson+       ## 11512003  #dY:0.6%   
         13.38            0       0.1355        0.016  # 1959,B.D.Kern+           ## 11464003  #dY:11.8%  
          13.4          0.1       0.1274       0.0064  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
          13.4        0.015       0.1238        0.003  # 1967,J.M.Ferguson+       ## 11512003  #dY:2.4%   
          13.4            0       0.1264    0.0015168  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         13.41         0.08       0.1249       0.0033  # 1989,Lu Han-Lin+         ## 30523003  #dY:2.6%   
        13.425       0.0485       0.1255    0.0049321  # 2007,W.Mannhart+         ## 22976004  #dY:3.9%   
         13.45        0.015       0.1258        0.005  # 1967,J.M.Ferguson+       ## 11512003  #dY:4.0%   
         13.46         0.11         0.13        0.008  # 1965,A.Paulsen+          ## 20378003  #dY:6.2%   
         13.48            0       0.1271    0.0015252  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
          13.5        0.235        0.116        0.014  # 1967,H.O.Menlove+        ## 11421004  #dY:12.1%  
          13.5            0        0.135        0.008  # 1962,F.Gabbard+          ## 11494003  #dY:5.9%   
          13.5         0.01       0.1254       0.0046  # 1967,J.M.Ferguson+       ## 11512003  #dY:3.7%   
          13.5         0.05       0.1181        0.006  # 1966,J.D.Hemingway+      ## 21372002  #dY:5.1%   
          13.5            0       0.1166       0.0087  # 1992,Y.Uwamino+          ## 22703002  #dY:7.5%   
          13.5            0       0.1283       0.0026  # 1982,J.Csikai            ## 30640002  #dY:2.0%   
         13.52        0.075       0.1306       0.0065  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
         13.55         0.01       0.1266       0.0058  # 1967,J.M.Ferguson+       ## 11512003  #dY:4.6%   
         13.55          0.2        0.115        0.012  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:10.4%  
         13.56            0        0.128      0.00128  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         13.56        0.065       0.1261       0.0033  # 1989,Lu Han-Lin+         ## 30523003  #dY:2.6%   
         13.57            0        0.128       0.0047  # 1993,Y.Ikeda+            ## 22312002  #dY:3.7%   
         13.58         0.06        0.123        0.009  # 1963,J.P.Butler+         ## 11457006  #dY:7.3%   
         13.58         0.03        0.127        0.005  # 1963,J.P.Butler+         ## 11457007  #dY:3.9%   
          13.6         0.01       0.1249        0.004  # 1967,J.M.Ferguson+       ## 11512003  #dY:3.2%   
        13.609        0.048       0.1262    0.0050859  # 2007,W.Mannhart+         ## 22976004  #dY:4.0%   
         13.65         0.01        0.124       0.0032  # 1967,J.M.Ferguson+       ## 11512003  #dY:2.6%   
         13.68        0.175       0.1242       0.0033  # 1989,Lu Han-Lin+         ## 30523003  #dY:2.7%   
         13.69         0.05       0.1311       0.0066  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
          13.7            0         0.12         0.01  # 1962,F.Gabbard+          ## 11494003  #dY:8.3%   
          13.7         0.01        0.122       0.0012  # 1967,J.M.Ferguson+       ## 11512003  #dY:1.0%   
          13.7         0.02       0.1295       0.0116  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
          13.7         0.04       0.1276            0  # 1981,H.Friedmann         ## 21756003             
          13.7         0.04       0.1267    0.0008869  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.71         0.04       0.1255            0  # 1981,H.Friedmann         ## 21756003             
         13.71         0.04       0.1246    0.0008722  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.74            0       0.1244    0.0014928  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
        13.745         0.02        0.137       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.75         0.01       0.1211        0.003  # 1967,J.M.Ferguson+       ## 11512003  #dY:2.5%   
         13.75            0        0.122       0.0045  # 1993,Y.Ikeda+            ## 22312002  #dY:3.7%   
         13.76        0.035       0.1261            0  # 1981,H.Friedmann         ## 21756003             
         13.76        0.035       0.1252    0.0008764  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.77         0.02       0.1405       0.0126  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.77            0       0.1253       0.0025  # 1982,J.Csikai            ## 30640002  #dY:2.0%   
         13.79        0.115        0.129        0.008  # 1965,A.Paulsen+          ## 20378003  #dY:6.2%   
         13.79        0.035        0.125            0  # 1981,H.Friedmann         ## 21756003             
         13.79        0.035       0.1241    0.0008687  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
        13.795         0.02        0.137       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
          13.8            0        0.121        0.012  # 1962,F.Gabbard+          ## 11494003  #dY:9.9%   
          13.8          0.1        0.095        0.019  # 1960,H.A.Tewes+          ## 11504003  #dY:20.0%  
          13.8         0.01       0.1212        0.004  # 1967,J.M.Ferguson+       ## 11512003  #dY:3.3%   
         13.82         0.02       0.1395       0.0125  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.82            0        0.123      0.00123  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         13.83         0.03       0.1242            0  # 1981,H.Friedmann         ## 21756003             
         13.83         0.03       0.1233    0.0008631  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.84        0.015       0.1299        0.015  # 1959,B.D.Kern+           ## 11464003  #dY:11.5%  
         13.84            0       0.1229    0.0014748  # 1986,T.Chimoye+          ## 30821002  #dY:1.2%   
         13.84            0       0.1229    0.0014748  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
        13.845         0.02       0.1355       0.0122  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.85         0.01       0.1206        0.002  # 1967,J.M.Ferguson+       ## 11512003  #dY:1.7%   
         13.86         0.03       0.1242            0  # 1981,H.Friedmann         ## 21756003             
         13.86         0.03       0.1233    0.0008631  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.87         0.02        0.138       0.0124  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.88         0.05       0.1285       0.0064  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
         13.89         0.04        0.123        0.005  # 1963,J.P.Butler+         ## 11457007  #dY:4.1%   
        13.895         0.02       0.1355       0.0122  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
          13.9         0.01       0.1202       0.0006  # 1967,J.M.Ferguson+       ## 11512003  #dY:0.5%   
          13.9        0.025       0.1252            0  # 1981,H.Friedmann         ## 21756003             
          13.9        0.025       0.1243    0.0008701  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.92         0.02        0.137       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.94        0.025       0.1244            0  # 1981,H.Friedmann         ## 21756003             
         13.94        0.025       0.1235    0.0008645  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         13.95         0.01       0.1203       0.0005  # 1967,J.M.Ferguson+       ## 11512003  #dY:0.4%   
         13.95         0.02        0.141       0.0127  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.97         0.02        0.137       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         13.98            0       0.1227       0.0044  # 1993,Y.Ikeda+            ## 22312002  #dY:3.6%   
         13.99         0.02       0.1244            0  # 1981,H.Friedmann         ## 21756003             
         13.99         0.02       0.1235    0.0008645  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
            14            0        0.123        0.007  # 1962,F.Gabbard+          ## 11494003  #dY:5.7%   
            14          0.1        0.088       0.0176  # 1960,H.A.Tewes+          ## 11504003  #dY:20.0%  
            14         0.01       0.1198            0  # 1967,J.M.Ferguson+       ## 11512003             
            14         0.02        0.141       0.0127  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
            14            0        0.124        0.003  # 1979,M.T.Swinhoe+        ## 20986009  #dY:2.4%   
            14         0.05       0.1229       0.0021  # 1984,K.Kudo              ## 21923002  #dY:1.7%   
            14            0       0.1241       0.0007  # 1983,S.Firkin            ## 21941006  #dY:0.6%   
            14            0        0.111      0.01665  # 1959,C.S.Khurana+        ## 30403002  #dY:15.0%  
         14.01            0        0.122     0.001464  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
        14.025         0.02       0.1355       0.0122  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.03         0.02       0.1245            0  # 1981,H.Friedmann         ## 21756003             
         14.03         0.02       0.1236    0.0008652  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.05         0.01       0.1203            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.05        0.125        0.126        0.008  # 1965,A.Paulsen+          ## 20378003  #dY:6.3%   
        14.055         0.02       0.1365       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.07         0.02       0.1246            0  # 1981,H.Friedmann         ## 21756003             
         14.07         0.02       0.1237    0.0008659  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.07            0        0.122     0.001464  # 1986,T.Chimoye+          ## 30821002  #dY:1.2%   
         14.07            0        0.122     0.001464  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.08         0.02        0.136       0.0122  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.09         0.05       0.1283       0.0064  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
          14.1          0.1        0.135      0.00675  # 1967,J.A.Grundl          ## 10417008  #dY:5.0%   
          14.1            0        0.135      0.00945  # 1952,S.G.Forbes          ## 11474002  #dY:7.0%   
          14.1         0.02        0.116            0  # 1958,J.A.Grundl+         ## 11481002             
          14.1          0.1         0.12       0.0144  # 1957,S.Yasumi            ## 20280003  #dY:12.0%  
          14.1         0.05        0.119         0.01  # 1965,U.Seebeck+          ## 20837006  #dY:8.4%   
          14.1         0.05        0.109      0.01526  # 1962,Langmann            ## 20903002  #dY:14.0%  
          14.1          0.2        0.118      0.00944  # 1961,M.Bormann+          ## 20904002  #dY:8.0%   
          14.1            0        0.122        0.002  # 1983,S.Firkin            ## 21941006  #dY:1.6%   
         14.11         0.02       0.1425       0.0128  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.12        0.025       0.1246            0  # 1981,H.Friedmann         ## 21756003             
         14.12        0.025       0.1237    0.0008659  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
        14.135         0.02       0.1385       0.0125  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
        14.147       0.0465       0.1216    0.0051315  # 2007,W.Mannhart+         ## 22976004  #dY:4.2%   
         14.15         0.01       0.1189            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.16         0.02       0.1345       0.0121  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.16            0       0.1175     0.001175  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         14.16        0.025       0.1248            0  # 1981,H.Friedmann         ## 21756003             
         14.16        0.025       0.1229    0.0008603  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
          14.2         0.01       0.1175            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.2            0         0.12        0.005  # 1969,P.Boschung+         ## 21250002  #dY:4.2%   
          14.2         0.03       0.1236            0  # 1981,H.Friedmann         ## 21756003             
          14.2         0.03       0.1227    0.0008589  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.21         0.02       0.1415       0.0127  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.22            0        0.119       0.0057  # 1993,Y.Ikeda+            ## 22312002  #dY:4.8%   
         14.24         0.04        0.118        0.005  # 1963,J.P.Butler+         ## 11457007  #dY:4.2%   
         14.24        0.035       0.1213            0  # 1981,H.Friedmann         ## 21756003             
         14.24        0.035       0.1205    0.0008435  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.25         0.01       0.1145            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.26         0.02       0.1365       0.0123  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.28            0       0.1139        0.015  # 1959,B.D.Kern+           ## 11464003  #dY:13.2%  
         14.28         0.04       0.1211            0  # 1981,H.Friedmann         ## 21756003             
         14.28         0.04       0.1203    0.0008421  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
          14.3            0        0.115        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.3%   
          14.3         0.01       0.1143            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.3         0.02       0.1425       0.0128  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.31        0.065       0.1236       0.0062  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
         14.32        0.045       0.1205            0  # 1981,H.Friedmann         ## 21756003             
         14.32        0.045       0.1196    0.0008372  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.35         0.01       0.1118            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.35         0.05       0.1193            0  # 1981,H.Friedmann         ## 21756003             
         14.35         0.05       0.1185    0.0008295  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.36       0.0225       0.1395       0.0125  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.36        0.075       0.1191       0.0032  # 1989,Lu Han-Lin+         ## 30523003  #dY:2.7%   
         14.38            0       0.1181    0.0014172  # 1986,T.Chimoye+          ## 30821002  #dY:1.2%   
         14.38            0       0.1181    0.0014172  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.39         0.06       0.1192            0  # 1981,H.Friedmann         ## 21756003             
         14.39         0.06       0.1183    0.0008281  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.39            0       0.1176       0.0024  # 1982,J.Csikai            ## 30640002  #dY:2.0%   
          14.4            0        0.118        0.012  # 1962,F.Gabbard+          ## 11494003  #dY:10.2%  
          14.4         0.01       0.1097            0  # 1967,J.M.Ferguson+       ## 11512003             
        14.405        0.025        0.131       0.0118  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.42         0.13        0.122        0.007  # 1965,A.Paulsen+          ## 20378003  #dY:5.7%   
         14.42        0.065        0.117            0  # 1981,H.Friedmann         ## 21756003             
         14.42        0.065       0.1162    0.0008134  # 1981,H.Friedmann         ## 21756004  #dY:0.7%   
         14.42            0       0.1145        0.004  # 1993,Y.Ikeda+            ## 22312002  #dY:3.5%   
         14.43          0.1        0.117       0.0008  # 1970,H.Vonach+           ## 20111002  #dY:0.7%   
        14.445       0.0275        0.133        0.012  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.45            0         0.12        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.2%   
         14.45         0.01       0.1095            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.46            0       0.1156    0.0013872  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
          14.5            0       0.0789      0.01578  # 1953,E.B.Paul+           ## 11274009  #dY:20.0%  
          14.5         0.03        0.116        0.004  # 1963,J.P.Butler+         ## 11457007  #dY:3.4%   
          14.5          0.1       0.1198        0.006  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
          14.5          0.1        0.107       0.0214  # 1960,H.A.Tewes+          ## 11504003  #dY:20.0%  
          14.5        0.015       0.1088            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.5          0.2        0.117     0.001755  # 1987,L.R.Greenwood       ## 12977002  #dY:1.5%   
          14.5            0       0.1066       0.0076  # 1992,Y.Uwamino+          ## 22703002  #dY:7.1%   
        14.525         0.03       0.1315       0.0118  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.57         0.02       0.1132       0.0015  # 1993,Bao Zongyu+         ## 30993002  #dY:1.3%   
         14.58        0.105       0.1158        0.003  # 1989,Lu Han-Lin+         ## 30523002  #dY:2.6%   
        14.585       0.0325       0.1255       0.0113  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
          14.6            0        0.115        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.3%   
          14.6        0.015       0.1082            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.6          0.1       0.1134       0.0015  # 1984,K.Kudo              ## 21923002  #dY:1.3%   
          14.6          0.2        0.115        0.002  # 1962,P.Strohal+          ## 30008029  #dY:1.7%   
          14.6            0        0.118            0  # 1963,J.Csikai+           ## 30118007             
          14.6            0        0.141        0.008  # 1978,U.Garuska+          ## 30479002  #dY:5.7%   
          14.6          0.2        0.115        0.003  # 1987,Zhou Muyao+         ## 30755002  #dY:2.6%   
          14.6         0.15        0.106       0.0023  # 1964,P.M.Aron+           ## 40686002  #dY:2.2%   
         14.62            0       0.1147    0.0013764  # 1986,T.Chimoye+          ## 30821002  #dY:1.2%   
         14.62            0       0.1147    0.0013764  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.65        0.015       0.1073            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.65          0.2        0.113     0.001695  # 1987,L.R.Greenwood       ## 12977002  #dY:1.5%   
         14.65         0.05       0.1124       0.0031  # 1978,T.B.Ryves+          ## 20867006  #dY:2.8%   
         14.65            0       0.1125        0.004  # 1993,Y.Ikeda+            ## 22312002  #dY:3.6%   
         14.66            0        0.111      0.00111  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         14.66            0       0.1132       0.0023  # 1982,J.Csikai            ## 30640002  #dY:2.0%   
         14.67        0.045       0.1315       0.0118  # 1968,P.Cuzzocrea+        ## 20890003  #dY:9.0%   
         14.68         0.03        0.115        0.005  # 1963,J.P.Butler+         ## 11457007  #dY:4.3%   
         14.68         0.13       0.1195        0.006  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
          14.7            0         0.11        0.015  # 1970,J.Lebowitz+         ## 10116002  #dY:13.6%  
          14.7         0.02        0.107            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.7         0.15        0.112        0.004  # 1964,C.G.Bonazzola+      ## 20888002  #dY:3.6%   
          14.7          0.1        0.121        0.006  # 1969,D.Crumpton+         ## 20930005  #dY:5.0%   
          14.7            0         0.12         0.01  # 1967,B.Minetti+          ## 21345002  #dY:8.3%   
         14.71        0.135        0.119        0.007  # 1965,A.Paulsen+          ## 20378003  #dY:5.9%   
         14.71            0       0.1139    0.0013668  # 1986,T.Chimoye+          ## 30821002  #dY:1.2%   
         14.71            0       0.1139    0.0013668  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.74            0       0.1131        0.014  # 1959,B.D.Kern+           ## 11464003  #dY:12.4%  
         14.74            0       0.1206        0.015  # 1959,B.D.Kern+           ## 11464003  #dY:12.4%  
         14.74        0.162       0.1094     0.006017  # 1987,J.W.Meadows+        ## 12969003  #dY:5.5%   
         14.74       0.0455       0.1118     0.004908  # 2007,W.Mannhart+         ## 22976004  #dY:4.4%   
         14.74            0       0.1122    0.0013464  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.75         0.02       0.1048            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.75            0        0.111      0.00111  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         14.75            0       0.1261       0.0048  # 1984,I.Garlea+           ## 30813002  #dY:3.8%   
        14.758         0.15       0.1154       0.0037  # 1992,I.Garlea+           ## 31459008  #dY:3.2%   
         14.76         0.03        0.112        0.005  # 1963,J.P.Butler+         ## 11457007  #dY:4.5%   
         14.76            0        0.117        0.008  # 1961,H.W.Schmitt+        ## 11530003  #dY:6.8%   
         14.77        0.125       0.1142        0.003  # 1989,Lu Han-Lin+         ## 30523003  #dY:2.6%   
         14.77            0        0.115            0  # 2009,B.Lalremruata+      ## 33025010             
         14.78            0       0.1155        0.003  # 1973,J.C.Robertson+      ## 20798002  #dY:2.6%   
         14.78            0       0.1133       0.0023  # 1982,J.Csikai            ## 30640002  #dY:2.0%   
          14.8          0.1        0.116        0.008  # 1969,R.C.Barrall+        ## 10031002  #dY:6.9%   
          14.8            0        0.111        0.009  # 1971,G.N.Salaita         ## 10186005  #dY:8.1%   
          14.8         0.45        0.114        0.007  # 1959,A.Poularikas+       ## 11484002  #dY:6.1%   
          14.8        0.025       0.1044            0  # 1967,J.M.Ferguson+       ## 11512003             
          14.8          0.2        0.111     0.001665  # 1987,L.R.Greenwood       ## 12977002  #dY:1.5%   
          14.8        0.035        0.082        0.017  # 1958,I.Kumabe            ## 20283002  #dY:20.7%  
          14.8          0.3         0.12      0.00876  # 1965,M.Bormann+          ## 20887014  #dY:7.3%   
          14.8         0.05       0.1036       0.0055  # 1966,J.D.Hemingway+      ## 21372002  #dY:5.3%   
          14.8          0.1       0.1116       0.0017  # 1984,K.Kudo              ## 21923002  #dY:1.5%   
          14.8         0.22       0.1102    0.0026448  # 1989,N.N.Moiseev+        ## 41051002  #dY:2.4%   
          14.8         0.22       0.1098    0.0023058  # 1989,N.N.Moiseev+        ## 41051003  #dY:2.1%   
          14.8         0.22         0.11        0.002  # 1989,N.N.Moiseev+        ## 41051004  #dY:1.8%   
         14.81        0.155       0.1147       0.0057  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
         14.83            0       0.1119    0.0013428  # 1986,J.Csikai+           ## 30933002  #dY:1.2%   
         14.85        0.025       0.1061            0  # 1967,J.M.Ferguson+       ## 11512003             
         14.85          0.2        0.107     0.001605  # 1987,L.R.Greenwood       ## 12977002  #dY:1.5%   
          14.9            0        0.112        0.011  # 1962,F.Gabbard+          ## 11494003  #dY:9.8%   
          14.9            0         0.11        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.5%   
          14.9          0.2        0.108      0.00162  # 1987,L.R.Greenwood       ## 12977002  #dY:1.5%   
          14.9          0.1        0.113        0.006  # 1978,P.Andersson+        ## 20842003  #dY:5.3%   
          14.9          0.2        0.107        0.011  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:10.3%  
          14.9         0.25       0.1137       0.0089  # 1997,Hongyu Zhou+        ## 31528009  #dY:7.8%   
         14.91            0        0.112       0.0039  # 1993,Y.Ikeda+            ## 22312002  #dY:3.5%   
         14.93         0.18       0.1129       0.0056  # 1961,B.P.Bayhurst+       ## 11462002  #dY:5.0%   
         14.96        0.435        0.111        0.011  # 1967,H.O.Menlove+        ## 11421004  #dY:9.9%   
            15          0.4        0.116        0.009  # 1960,M.J.Depraz+         ## 21419004  #dY:7.8%   
         15.06            0       0.1146        0.015  # 1959,B.D.Kern+           ## 11464003  #dY:13.1%  
         15.09         0.13        0.114        0.007  # 1965,A.Paulsen+          ## 20378003  #dY:6.1%   
          15.1          0.1        0.093       0.0186  # 1960,H.A.Tewes+          ## 11504003  #dY:20.0%  
         15.21         0.28       0.1052       0.0024  # 1984,K.Kudo              ## 21923002  #dY:2.3%   
         15.26            0       0.1065     0.015975  # 1964,W.L.Imhof           ## 11526003  #dY:15.0%  
         15.37        0.125        0.109        0.007  # 1965,A.Paulsen+          ## 20378003  #dY:6.4%   
          15.4            0        0.105        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:4.8%   
         15.44            0       0.1112        0.015  # 1959,B.D.Kern+           ## 11464003  #dY:13.5%  
         15.44            0       0.1138        0.014  # 1959,B.D.Kern+           ## 11464003  #dY:12.3%  
          15.5            0      0.09402       0.0074  # 1992,Y.Uwamino+          ## 22703002  #dY:7.9%   
         15.51            0       0.1015        0.013  # 1959,B.D.Kern+           ## 11464003  #dY:12.8%  
         15.51            0      0.09829        0.013  # 1959,B.D.Kern+           ## 11464003  #dY:13.2%  
         15.61            0       0.0965     0.000965  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         15.66          0.2       0.1068        0.013  # 1959,B.D.Kern+           ## 11464003  #dY:12.2%  
         15.72        0.115        0.102        0.006  # 1965,A.Paulsen+          ## 20378003  #dY:5.9%   
         15.82        0.225        0.104         0.01  # 1967,H.O.Menlove+        ## 11421004  #dY:9.6%   
         15.88         0.14        0.099       0.0023  # 1984,K.Kudo              ## 21923002  #dY:2.3%   
          15.9            0        0.097        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:5.2%   
         15.99        0.105       0.0949       0.0057  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
            16          0.2       0.0904     0.007232  # 1961,M.Bormann+          ## 20904002  #dY:8.0%   
         16.05        0.215       0.0918        0.004  # 1989,Lu Han-Lin+         ## 30523003  #dY:4.4%   
          16.2            0       0.0975     0.000975  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
         16.25          0.1       0.0916       0.0055  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
          16.3            0         0.09        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:5.6%   
         16.42        0.095       0.0908       0.0054  # 1965,A.Paulsen+          ## 20378003  #dY:5.9%   
         16.45            0        0.085        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:5.9%   
          16.5         0.15       0.0768       0.0054  # 1961,B.P.Bayhurst+       ## 11462002  #dY:7.0%   
          16.5          0.2        0.084        0.009  # 1963,J.M.F.Jeronymo+     ## 20922002  #dY:10.7%  
          16.5            0      0.07627       0.0068  # 1992,Y.Uwamino+          ## 22703002  #dY:8.9%   
         16.52        0.175       0.0893       0.0087  # 1967,H.O.Menlove+        ## 11421004  #dY:9.7%   
         16.55            0         0.09        0.005  # 1962,F.Gabbard+          ## 11494003  #dY:5.6%   
          16.6          0.3       0.0807        0.004  # 1963,J.P.Butler+         ## 11457007  #dY:5.0%   
         16.61          0.1       0.0866       0.0052  # 1965,A.Paulsen+          ## 20378003  #dY:6.0%   
         16.63            0       0.1155     0.001155  # 1960,G.S.Mani+           ## 20921003  #dY:1.0%   
          16.8            0        0.082        0.006  # 1962,F.Gabbard+          ## 11494003  #dY:7.3%   
